,business_id,name,categories,address,postal_code,latitude,longitude,stars,review_count,is_open,price_range,Latin America,North American,Ottoman Cuisine,Quick and Greasy,European,Asian,Cafes & Desserts,Other,checkin_sum,fisrt_record,last_record,total_days
854,qVvxIbFwbiO55PP_z7VxeA,Tony's Deli,"Middle Eastern, Do-It-Yourself Food, Food, Ethnic Food, Restaurants, Bakeries, Salad, Sandwiches, Specialty Food",1323 N Mills Ave,32803.0,28.5629772,-81.364334,4.0,47,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,78,2010-05-24 17:47:11,2014-06-19 18:46:19,1487.0410648148147
855,MUSOke9EQGxT7h-yvZzQRA,Press 101,"Sandwiches, Nightlife, Restaurants, Wine Bars, Tapas/Small Plates, Bars","7600 Dr Phillips Blvd, Ste 22",32819.0,28.451709,-81.48979,4.0,63,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200,2010-01-21 23:19:53,2013-03-09 20:45:45,1142.8929629629629
856,hnROQtNv8PmnepNmSe7Uag,Smoke & Donuts,"Barbeque, Restaurants, Food, Donuts, Food Trucks",609 Irvington Ave,32803.0,28.5519638,-81.3465296,5.0,16,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7,2020-08-06 17:23:05,2020-12-12 19:40:20,128.0953125
857,HuUReHRaMT1lDHin0PUqkA,Burger & Beer Joint,"Bars, Burgers, Nightlife, Restaurants",11662 University Blvd,32817.0,28.597034,-81.21768,3.5,70,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77,2014-05-21 22:36:08,2015-01-06 01:25:26,229.11756944444446
858,RuStLW9FPY4JVkSNdHyHBA,Culver's,"Restaurants, Burgers, Food, Ice Cream & Frozen Yogurt, Fast Food",11978 Narcoossee Rd,32832.0,28.390676,-81.245044,4.0,53,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,50,2019-03-04 16:54:04,2020-12-21 17:38:09,658.0306134259259
859,5MRfLumNjJ2bqjP7bm5SCQ,Cheshire Café - Temporarily Unavailable,"Restaurants, Cafes",Magic Kingdom Park,32836.0,28.4197803847,-81.5800680847,4.0,25,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,74,2012-04-01 23:28:51,2020-01-29 20:08:34,2858.860914351852
860,j7r91VxoAoLT-goJBX6a7A,Union Burger,"Restaurants, Burgers","9680 Narcoossee Rd, Unit 103",32827.0,28.4260629886,-81.2535405909,2.0,64,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22,2015-06-23 21:26:35,2016-04-09 19:27:52,290.9175578703704
861,0LFG062KRnt95pSsgOCXQA,My Family's Chicken,"Latin American, Restaurants, Peruvian",517 E Michigan St,32806.0,28.5133113861,-81.3694381714,4.0,40,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,2013-01-24 21:12:28,2016-02-06 22:50:57,1108.0683912037036
862,qolRARFieINLDV-Womz76g,Eagles Pizza,"Italian, Sandwiches, Pizza, Restaurants",5711 Dahlia Dr,32807.0,28.5459964075,-81.3100799918,4.0,8,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,8,2012-07-17 23:11:51,2015-05-16 19:26:14,1032.8433217592592
863,jQ5ReOV7e8XQZF2tS6GKYw,Pioneers Western Kitchen,"Burgers, Vegetarian, Sandwiches, Restaurants",11845 E Colonial Dr,32826.0,28.566985,-81.2064,4.0,41,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,161,2012-09-15 22:25:10,2013-09-10 15:15:38,359.701712962963
864,w7MQGUwwlTk5MzkTmK8jrQ,Kyoto Sushi and Grill,"Restaurants, Sushi Bars, Japanese, Asian Fusion","14807 East Colonial Dr, Ste 100",32826.0,28.5665346,-81.1650166,4.0,83,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,107,2017-02-18 23:04:21,2020-12-18 17:10:36,1398.7543402777778
865,2gbr4pZVc0EM8kgrGOx15w,Lazy Moon Pizza,"Pizza, Restaurants, Food, Beer, Wine & Spirits",12269 University Blvd,32817.0,28.597844,-81.2092017,4.0,65,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,185,2010-05-08 04:33:18,2013-04-01 00:22:24,1058.8257638888888
866,x0bqKjKV9Y8W1fsJzvzS-A,Kabbab House,"Restaurants, Mediterranean",2423 S Hiawassee Rd,32835.0,28.5168284,-81.483999,3.5,7,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2011-02-05 17:49:37,2011-07-29 22:20:57,174.1884259259259
867,ZrQ1UB8GEQde1eHJJuz8Ug,China Tea,"Restaurants, Chinese, Vietnamese, Thai, Soup, Bubble Tea, Food","9924 Universal Blvd, Ste 208",32819.0,28.4279079,-81.4442254,4.5,351,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,288,2014-07-31 17:59:11,2021-01-20 19:17:39,2365.0544907407407
868,keaIzYawFnMLIO9bcEAj0w,Royal Thai Restaurant,"Asian Fusion, Thai, Restaurants",1202 N Semoran Blvd,32807.0,28.5618439,-81.3112734,4.0,208,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,433,2010-03-17 21:57:14,2021-01-23 00:37:24,3964.111226851852
869,L2x7cvkv5QsmncEpPbMBmA,Tartini Express,"Pizza, Beer Bar, Italian, Nightlife, Bars, Restaurants","14846 Wyndham Lakes Blvd, Ste 7",32824.0,28.358226,-81.332451,4.0,16,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6,2018-06-10 21:19:13,2020-10-09 00:01:46,851.1128819444444
870,0WrgUbLiPhADK1fUKpV18Q,Mei’s Kitchen,"Taiwanese, Restaurants, Chinese, Noodles",10169 University Blvd,32817.0,28.59804,-81.242373,4.5,28,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18,2020-05-22 22:56:24,2021-01-24 17:44:00,246.78305555555556
871,SrsebLQ5lVehQXJp8OcBUg,The Cowfish Sushi Burger Bar,"Asian Fusion, American (New), Restaurants, Sushi Bars, Burgers","Universal Citywalk - Orlando, 6000 Universal Blvd",32819.0,28.4730275707,-81.4653477619,4.0,2407,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4287,2014-10-30 22:18:12,2021-01-27 22:01:52,2280.9886574074076
872,txickaL0s9zUGzilJWd3pA,Red Brick Pizza,"Restaurants, Pizza",4961 International Dr,32819.0,28.4723967,-81.4504859,3.0,10,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27,2010-10-14 20:07:59,2014-04-15 22:35:21,1279.102337962963
873,j44Q_sE17dzbH_KBoC5C5w,Nathan's Famous,"Fast Food, Hot Dogs, Restaurants",9333 Airport Blvd,32827.0,28.427147,-81.30119,2.5,53,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,223,2010-10-16 22:21:28,2020-03-10 16:23:38,3432.75150462963
874,20jELRxjqvM6mcRprG-FKA,Orange County Brewers,"Breweries, Pizza, Chicken Wings, Nightlife, Food, Brewpubs, Restaurants, Seafood, Bars",131 N Orange Ave,32801.0,28.5444810135,-81.3788894456,4.0,90,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,297,2017-08-18 21:12:37,2019-08-02 16:41:25,713.8116666666666
875,YtC_-J_hKa4ndph5BVQAtA,Caribbean Sunshine Bakery,"Bakeries, Specialty Food, Restaurants, Food, Ethnic Food, Caribbean",6922 Silver Star Rd,32818.0,28.576784,-81.4755546,4.5,29,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77,2010-07-20 11:40:45,2020-12-27 18:20:48,3813.2778125
876,1V_uNZ5SKtZScSGoWADX4Q,Ramos Trattoria,"Pizza, Italian, Restaurants, Brazilian",5700 International Dr,32819.0,28.4615762578,-81.457486178,3.0,16,1,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,26,2014-12-14 01:22:09,2016-11-15 23:58:26,702.9418634259259
877,iCNgAHutA_Dcd7Cf8EtstQ,BurgerFi,"Hot Dogs, Burgers, Restaurants, American (Traditional), American (New)","4100 N Alafaya Trl, Ste 125",32826.0,28.5990573078,-81.2085888982,4.0,174,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,365,2015-03-05 23:44:10,2021-01-19 20:39:31,2146.8717708333334
878,E-In3GkNpToXr9ISVmUswQ,Mr and Mrs Crab,"Cocktail Bars, Bars, Nightlife, Soup, Restaurants, Seafood",3875 S Kirkman Rd,32811.0,28.5033005,-81.4580672,4.0,116,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,86,2019-09-07 18:16:06,2021-01-16 00:00:55,496.2394560185185
879,R_xr9HQ602sU6fz-KFIjsA,Cafe Bustelo,"Coffee & Tea, Cuban, Food, Restaurants, Cafes",12710 Pegasus Dr,32816.0,28.6006531,-81.2003755,4.0,8,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23,2015-12-11 15:53:10,2019-04-24 16:01:03,1230.0054745370371
880,vbL6XVvr-ZqqUuR-PjmiIA,The Aardvark,"Home & Garden, Hardware Stores, Beer Bar, Shopping, Party & Event Planning, Bars, Nightlife, American (New), Food, Beverage Store, Grocery, Beer, Wine & Spirits, Event Planning & Services, Wine Bars, Restaurants",2610 S Ferncreek Ave,32806.0,28.5138441,-81.3601788,4.5,78,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,133,2010-08-22 00:05:36,2021-01-18 19:55:57,3802.8266319444447
881,EDVVshZL2cUvLSBaLC8Bww,Charley's Steak House,"Seafood, Steakhouses, Restaurants","8255 International Dr, Ste 100",32819.0,28.445541,-81.470013,4.0,496,1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,625,2010-03-07 23:05:22,2021-01-13 02:03:42,3964.1238425925926
882,JVnZRfkUDtyrnRt-LgDQtA,Starbucks,"Restaurants, Coffee & Tea, Food",325 S Orange Ave,32801.0,28.53889,-81.378859,3.5,58,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,506,2010-02-03 23:00:13,2020-06-25 15:33:46,3794.689965277778
883,SH4GYKjYSPcpPcwpg55-KA,Spice Modern Steakhouse,"Restaurants, Steakhouses",407 E Central Blvd,32801.0,28.5424551086,-81.3724763116,3.0,248,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,533,2010-04-04 19:07:35,2017-07-04 00:04:06,2647.205914351852
884,_3cMKKagbQudjsC3b6hm1g,El Tenampa,"Mexican, Restaurants",11242 S Orange Blossom Trl,32837.0,28.4013857021,-81.4059501886,4.5,275,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382,2012-04-14 17:18:52,2021-01-05 01:15:20,3187.3308796296296
885,nU-l_1D5EtkZHG8fSdlMtw,Carrabba's Italian Grill,"Restaurants, Italian, Seafood",1001 Sand Lake Rd,32809.0,28.451334,-81.391858,3.5,45,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,201,2010-03-06 01:18:42,2016-07-02 21:52:31,2310.8568171296297
886,AyB2k-8fCjhG9Hd0NWks9w,Wall St Plaza,"Restaurants, Food, Dance Clubs, Nightlife, Bars, Beer, Wine & Spirits",26 Wall St,32801.0,28.5425009,-81.3784995,3.5,51,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,493,2010-03-13 21:41:08,2021-01-10 02:52:03,3955.215914351852
887,hk4qBxGIckyBegXaMBeHUA,Chicken Salad Chick,"Restaurants, Sandwiches, Southern, Chicken Shop, Salad",11587 Regency Village Dr,32821.0,28.3933293,-81.4837936,4.5,61,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,83,2019-03-12 12:27:00,2021-01-16 18:27:08,676.2500925925926
888,yLq5VJtR3uNVoOyIRTl8JA,Boba Queen,"Japanese Curry, Cafes, Japanese, Food, Bubble Tea, Restaurants","5600 W Colonial Dr, Ste 104",32808.0,28.5510956335,-81.4578687319,4.5,46,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,74,2020-07-18 00:15:16,2021-01-24 20:30:01,190.8435763888889
889,cQqDl2LsQw_JpbC-cu3KvA,Spice Indian Grill,"Restaurants, Indian, Buffets, Seafood","4498 N Alafaya Trl, Ste 306",32826.0,28.6060694,-81.2082469,4.5,88,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,66,2018-02-17 23:01:12,2021-01-26 22:59:51,1073.9990625
890,hat_rcEsYohRHpccqUZd8Q,Dickey's Barbecue Pit,"Barbeque, Restaurants, American (Traditional), Chicken Wings, Caterers, Event Planning & Services, Southern","599 S Chickasaw Trail, Ste 400",32825.0,28.536895,-81.274811,3.5,61,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,103,2015-03-05 22:53:30,2021-01-18 18:34:48,2145.820347222222
891,jhX5LjgzexWKka_o8sC6RQ,The Lunching Pad,"Restaurants, Food Stands",1180 Seven Seas Dr,32836.0,28.4183736,-81.5792417,3.0,30,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,107,2010-09-08 02:17:01,2020-12-31 15:40:10,3767.5577430555554
892,8ardwENx6HbdkQaNv0AIyQ,Cicis,"Chicken Wings, American (Traditional), Buffets, Restaurants, Pizza","13605 Sr 535, Ste 101",32821.0,28.3677015173,-81.501776129,3.0,35,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,82,2013-03-15 17:19:24,2020-03-04 20:35:42,2546.1363194444443
893,vJ4PLXNQS6GBgRHe9BJYSg,Boma - Flavors of Africa - Temporarily Unavailable,"Restaurants, Food, Buffets, African, Specialty Food, Ethnic Food",2901 Osceola Pkwy,32830.0,28.352489,-81.603276,4.0,735,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1722,2010-06-23 02:31:37,2020-03-09 20:56:32,3547.7673032407406
894,uyZ3k1AIuspnxW6s4g75Xw,Pizza Fusion,"Pizza, Restaurants",7563 W Sand Lake Rd,32819.0,28.4500171,-81.4861877,3.0,18,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,2010-02-12 01:04:30,2010-09-26 20:56:49,226.82799768518518
895,BAle9XGF4_x-uHAQi59qCw,The Greenery Creamery,"Food, Ice Cream & Frozen Yogurt, Vegan, Gluten-Free, Desserts, Restaurants","420 E Church St, Unit 112",32801.0,28.5401691,-81.3720781,4.5,359,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,890,2018-03-26 22:44:00,2021-01-27 23:58:16,1038.051574074074
896,M0Ux08TUDlVB3ox7MI_n_A,Shannon's Casual Cafe,"American (Traditional), Restaurants","4401 S Orange Ave, Ste 100",32806.0,28.4962599,-81.374011,4.0,66,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,112,2010-12-31 11:11:40,2020-12-03 18:24:36,3625.300648148148
897,CRQ8wT95xH3mxjLHCywbPQ,Island Vibez Jamaican Grill,"Seafood, American (Traditional), Caribbean, Restaurants",5931 Old Winter Garden Rd,32835.0,28.5381394,-81.4625507,2.5,15,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2017-08-10 15:54:57,2019-04-07 16:59:34,605.0448726851852
898,4STPdRawVQcD6PLvofE9ug,Quiznos,"Sandwiches, Fast Food, Delis, Restaurants, Food, Food Delivery Services","4498 N Alafaya Trl, Ste 330",32826.0,28.6060753,-81.2091503,5.0,6,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,21,2011-05-03 16:20:11,2015-12-14 22:23:12,1686.2520949074074
899,F6fg4G6a0k3BourxiW_tCQ,Taverna Yamas,"Restaurants, Mediterranean",7500 International Dr,32819.0,28.4530129504,-81.4708549529,3.5,46,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62,2013-11-02 21:59:40,2016-01-31 03:12:08,819.2169907407407
900,AZqGjWvPqvnSb18_0QR0aQ,The Hideaway Bar,"Nightlife, Sports Bars, Restaurants, Burgers, Dive Bars, Bars",516 Virginia Dr,32803.0,28.5639261,-81.3710687,4.0,173,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,843,2010-04-11 03:46:32,2021-01-21 22:51:44,3938.7952777777778
901,_Zn7bmef51dkorKR8M91sw,Golden Corral Buffet & Grill,"Restaurants, Buffets, American (Traditional)",8707 Vineland Avenue,32821.0,28.3759577,-81.5034908,2.5,160,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,250,2010-04-12 22:57:53,2021-01-15 18:05:31,3930.7969675925924
902,oFXDs-qnX0if7rNfT7o9Pg,Latin Roots,"Restaurants, Spanish, Puerto Rican, Latin American, Caribbean",11903 E Colonial DR,32826.0,28.5680350638,-81.205319395,4.0,37,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,2012-12-21 23:33:09,2015-12-01 17:36:22,1074.7522337962962
903,bJMyPYX9FXA9iIUL0mkSHg,Roaring Fork,"Fast Food, American (Traditional), Sandwiches, Restaurants",901 Timberline Dr,32830.0,28.409705,-81.572555,3.5,60,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,170,2010-01-31 16:04:21,2020-03-01 02:44:41,3681.444675925926
904,hhKrf5LUOxom2yZ_qGuFLg,Seoul Soon Tofu,"Restaurants, Korean",3191 W Colonial Dr,32808.0,28.5544210488,-81.4152390137,4.0,21,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38,2019-04-10 23:44:00,2021-01-20 22:22:29,650.9433912037038
905,6HCPa3k130PzfN-VbHVjpQ,Daily News Cafe,"American (New), Restaurants, Cafes",231 N Magnolia Ave,32801.0,28.5452762,-81.3773775,4.0,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14,2010-10-08 13:12:30,2012-09-28 12:51:38,720.9855092592593
906,k7wXOsFvP-CKGjGYszqWtA,Bread & Co.,"Bakeries, Food, Restaurants, Breakfast & Brunch, Custom Cakes",3191 W Colonial Dr,32808.0,28.554423,-81.415238,4.0,25,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,37,2019-07-16 17:41:35,2021-01-24 21:40:34,558.1659606481481
907,mRtwL0RoGxNp1oxuL_LZig,Wendy's,"Burgers, Fast Food, Restaurants",4426 Hoffner Avenue,32812.0,28.4800171,-81.3311531,1.5,20,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68,2011-04-23 22:10:55,2021-01-04 00:39:09,3543.102939814815
908,WBxewULr6C_7uq9tCSPqsg,Mama B's Giant Subs,"Restaurants, Sandwiches",1101 S Orange Ave,32806.0,28.5288192,-81.3761504,3.5,14,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34,2010-09-21 15:32:47,2017-05-12 16:29:29,2425.039375
909,PvaiTimudNqnAXa0otxh1g,Matteo's of Orlando,"Restaurants, Italian, Pizza",5350 International Dr,32819.0,28.462609,-81.450608,4.0,26,0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,43,2011-01-06 02:10:55,2012-04-10 01:28:38,459.9706365740741
910,vKL0sFb-F1qvs4lNiLDFuw,Zero Degrees,"Restaurants, Food, Chicken Wings, Bubble Tea, Coffee & Tea","1700 W Sand Lake Rd, Ste D123B",32809.0,28.449693,-81.402029,4.0,220,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1160,2018-10-14 16:51:24,2020-12-29 21:40:28,807.2007407407407
911,mUDwrCDL5HaQ5Vnu8bbCRw,Romano's Macaroni Grill,"Restaurants, Italian",9333 Airport Blvd,32827.0,28.4308764572,-81.3083101585,3.0,110,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,369,2010-01-21 17:26:00,2020-03-04 19:25:21,3695.0828819444446
912,YHEDcE9cG22k6AlNiDTsYQ,UCF Student Union,"Local Services, Food Court, Education, Venues & Event Spaces, Restaurants, Event Planning & Services, Party & Event Planning, Colleges & Universities",4000 Central Florida Blvd,32816.0,28.6018890715,-81.2004494667,4.5,9,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,314,2012-02-13 13:03:19,2020-05-21 17:13:18,3020.1735995370373
913,FXy_U4pOsHAF_ltzgqZw8Q,Maraya At Sabrina's Restaurant,"Mediterranean, Middle Eastern, Restaurants, Greek",8100 Crystal Clear Ln,32809.0,28.4493163,-81.4003798,4.5,253,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,211,2010-03-22 22:39:23,2019-11-26 00:18:43,3535.0689814814814
914,BkYUovpdQ3io0kQvNDayeA,Logan's Roadhouse,"Restaurants, Bars, American (Traditional), Steakhouses, Nightlife, Barbeque",3060 W Sandlake Rd,32819.0,28.449846,-81.426074,3.0,124,0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,360,2010-02-04 21:25:11,2020-02-15 21:11:42,3662.990636574074
915,ZaravVIDUvkyftbkCtA29A,Popeyes Louisiana Kitchen,"American (Traditional), Restaurants, Desserts, Sandwiches, Food, Seafood, Chicken Wings, Fast Food",6725 Sand Lake Rd,32819.0,28.44998,-81.469254,3.0,54,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,89,2010-11-28 00:05:26,2020-12-05 02:42:04,3660.108773148148
916,moky3iiNa64zlEhnF-NjGg,Black Angus Steakhouse,"Steakhouses, Breakfast & Brunch, American (Traditional), Seafood, Restaurants, Salad",12399 State Rd 535,32836.0,28.384507,-81.505537,4.0,253,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,635,2011-07-07 01:47:32,2021-01-27 21:40:04,3492.828148148148
917,VFHqL9VJhOUd1ff-R5ZmFA,El Ranchito Mexican Restaurant,"Food, Grocery, Mexican, Restaurants",5214 Satel Dr,32810.0,28.6070413,-81.4103462,4.0,54,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,2011-02-02 16:50:31,2021-01-21 00:14:31,3640.3083333333334
918,O5y80liQfFTV06X2a-Fy0Q,Gelateria Caffe Espresso,"Desserts, Restaurants, Gelato, Food, Breakfast & Brunch, Coffee & Tea",5601 Universal Blvd,32819.0,28.480601,-81.460607,4.0,6,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,30,2011-08-12 20:15:03,2019-12-26 02:02:42,3057.2414236111113
919,dZhG8Gt7IHsjTVRUtUjEzQ,Subway,"Restaurants, Cheesesteaks, Fast Food, Sandwiches","13848 Narcoossee Rd, Unit A105, Lake Nona Plaza",32832.0,28.3651432188,-81.2464146035,2.0,16,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16,2013-04-08 16:16:12,2020-06-14 17:31:56,2624.0525925925926
920,CnJP5mdCU6Ml9u48bhLzuQ,Five Guys,"Restaurants, American (New), Fast Food, Burgers, Hot Dogs",4821 New Broad St,32814.0,28.567004,-81.327718,4.0,48,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,287,2010-01-29 01:39:32,2021-01-22 00:10:36,4010.9382407407406
921,zG0kKSnfDbOg2OedlmkhOw,New Punjab Indian Restaurant,"Event Planning & Services, Food Delivery Services, Restaurants, Caterers, Vegetarian, Pakistani, Food, Beer, Wine & Spirits, Indian",7451 International Dr,32819.0,28.4536054,-81.4708193,3.5,169,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,493,2010-04-11 20:09:18,2020-12-29 17:53:33,3914.905729166667
922,uz40EfhtiPXzgiVL7xjpTg,Vito's Pizza & Pasta,"Pizza, Italian, Restaurants",851 N Alafaya Trl,32826.0,28.5572389,-81.2069423,3.0,25,0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,47,2010-07-21 17:09:37,2014-01-04 19:12:32,1263.0853587962963
923,7RbWIxU8u4YjiGWZYP25ZQ,Chick-fil-A,"Desserts, Restaurants, Event Planning & Services, Fast Food, Caterers, Breakfast & Brunch, Food",633 N Alafaya Trl,32828.0,28.5557522,-81.2062229,4.0,89,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,756,2010-05-08 14:20:51,2021-01-14 02:07:09,3903.4904861111113
924,KF7bp1kyrndk4X8Dv0u_Mg,The Grande Cove Bar & Grill,"Nightlife, Bars, Restaurants, American (Traditional), Wine Bars, Pizza, Food Court, Breakfast & Brunch",5925 Avenida Vista,32821.0,28.3964709859,-81.4538985349,2.5,5,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4,2017-07-28 21:17:25,2019-02-15 21:22:27,567.0034953703704
925,uFrjE_PZxW6i0Ps3PEZGpQ,Dakshin Indian Cuisine,"Pakistani, Indian, Restaurants",12541 State Rd 535,32836.0,28.382801,-81.50231,3.5,182,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,488,2010-04-18 00:59:36,2020-12-22 23:55:55,3901.955775462963
926,hq927c7vx1-5egzgmDgKKA,Atomic Tonic,"American (Traditional), Restaurants, Bars, Nightlife, Mediterranean",6550 Adventure Way,32819.0,28.4666219513,-81.473794654,4.5,6,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13,2017-07-13 18:33:12,2020-10-31 15:41:21,1205.8806597222222
927,_y47Ro6oDNmUKbpkWWDMNg,Wendy's,"Fast Food, Burgers, Restaurants",2751 Wilshire Drive,32835.0,28.513395,-81.4616712,1.5,25,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76,2010-10-15 16:37:51,2021-01-22 23:19:27,3752.278888888889
928,6mHoCM3AOk6wdL3B5FdTfA,Jimmy John's,"Fast Food, Food Delivery Services, Food, Restaurants, Delis, Sandwiches","464 N Alafaya Trl, Ste 109",32828.0,28.5532693,-81.206482,3.5,38,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,144,2010-09-01 16:42:55,2020-09-22 16:37:39,3673.9963425925926
929,-ulxSukPem8gDtfsm7aohw,Rocks,"Lounges, Restaurants, American (New), Bars, Nightlife",9801 International Dr,32819.0,28.4275006906,-81.4687299344,3.5,25,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,163,2013-02-20 01:06:59,2020-10-11 19:11:00,2790.752789351852
930,GVJzdSnD4807gx27fOTlmw,The Vegan Hot Dog Cart,"Vegetarian, Hot Dogs, Restaurants, Food, Vegan, Street Vendors, Specialty Food",14 E Washington,32801.0,28.5434604,-81.379033,5.0,80,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,110,2013-12-14 06:09:11,2020-01-21 04:19:18,2228.9236921296297
931,juRR3r5LZbze5Jf2eXzOLA,Urban Flats,"Pizza, American (New), Restaurants","Towers of Waterford Lakes, 504 N Alafaya Trl, Ste 101",32828.0,28.5374094,-81.1747498,3.0,8,0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2010-02-03 00:29:31,2010-02-03 00:29:31,0.0
932,cZtDuQkKBYy_0FlMyKbMHQ,Joy Luck Buffet,"Chinese, Restaurants, Buffets",12237 S Orange Blossom Trl,32837.0,28.388009,-81.402302,2.5,55,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48,2010-05-30 20:59:23,2019-03-02 01:54:32,3197.204965277778
